left_index,right_index,left_id_consulta,right_id_consulta,left_id_consulta_original,right_id_consulta_original,left_record_key,right_record_key,left_name,right_name,left_dob,right_dob,left_sex,right_sex,blocking_passes,full_name_score,birth_date_score,sex_score,last_names_score,contact_score,total_score,classification
2435,2460,CGH_F_ESP_3008_69,CGH_F_ESP_2806_94,CGH_F_ESP_3008_69,CGH_F_ESP_2806_94,transacciones|transacciones_espana_2024.csv|769,transacciones|transacciones_espana_2024.csv|794,carmen gomez hernandez,carmen gomez hernandez,1992-02-03,1992-02-03,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2446,2460,CGH_F_ESP_1811_80,CGH_F_ESP_2806_94,CGH_F_ESP_1811_80,CGH_F_ESP_2806_94,transacciones|transacciones_espana_2024.csv|780,transacciones|transacciones_espana_2024.csv|794,carmen gomez hernandez,carmen gomez hernandez,1992-02-03,1992-02-03,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2460,4445,CGH_F_ESP_2806_94,CGH_F_ESP_0406_12,CGH_F_ESP_2806_94,CGH_F_ESP_0406_12,transacciones|transacciones_espana_2024.csv|794,transacciones|transacciones_espana_2025.csv|1112,carmen gomez hernandez,carmen gomez hernandez,1992-02-03,1992-02-03,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2435,2446,CGH_F_ESP_3008_69,CGH_F_ESP_1811_80,CGH_F_ESP_3008_69,CGH_F_ESP_1811_80,transacciones|transacciones_espana_2024.csv|769,transacciones|transacciones_espana_2024.csv|780,carmen gomez hernandez,carmen gomez hernandez,1992-02-03,1992-02-03,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2438,3073,APG_M_ESP_1201_72,APG_M_ESP_2701_07,APG_M_ESP_1201_72,APG_M_ESP_2701_07,transacciones|transacciones_espana_2024.csv|772,transacciones|transacciones_espana_2024.csv|1407,alejandro perez garcia,alejandro perez garcia,2004-08-22,2004-08-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2441,3128,MGD_M_ESP_1811_75,MGD_M_ESP_2011_62,MGD_M_ESP_1811_75,MGD_M_ESP_2011_62,transacciones|transacciones_espana_2024.csv|775,transacciones|transacciones_espana_2024.csv|1462,manuel gomez diaz,manuel gomez diaz,1997-11-06,1997-11-06,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
2857,3257,DPH_M_ESP_0811_91,DPH_M_ESP_1607_91,DPH_M_ESP_0811_91,DPH_M_ESP_1607_91,transacciones|transacciones_espana_2024.csv|1191,transacciones|transacciones_espana_2024.csv|1591,david perez hernandez,david perez hernandez,1990-04-21,1990-04-21,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2443,2857,DPH_M_ESP_1108_77,DPH_M_ESP_0811_91,DPH_M_ESP_1108_77,DPH_M_ESP_0811_91,transacciones|transacciones_espana_2024.csv|777,transacciones|transacciones_espana_2024.csv|1191,david perez hernandez,david perez hernandez,1990-04-21,1990-04-21,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2443,3257,DPH_M_ESP_1108_77,DPH_M_ESP_1607_91,DPH_M_ESP_1108_77,DPH_M_ESP_1607_91,transacciones|transacciones_espana_2024.csv|777,transacciones|transacciones_espana_2024.csv|1591,david perez hernandez,david perez hernandez,1990-04-21,1990-04-21,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2445,2669,MGM_M_ESP_1405_79,MGM_M_ESP_1310_03,MGM_M_ESP_1405_79,MGM_M_ESP_1310_03,transacciones|transacciones_espana_2024.csv|779,transacciones|transacciones_espana_2024.csv|1003,manuel gomez martinez,manuel gomez martinez,1988-03-01,1988-03-01,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2915,2927,DRJ_M_ESP_2901_49,NLF_F_ESP_2603_61,DRJ_M_ESP_2901_49,NLF_F_ESP_2603_61,transacciones|transacciones_espana_2024.csv|1249,transacciones|transacciones_espana_2024.csv|1261,daniel rodriguez jimenez,nuria lopez fernandez,1974-10-29,1974-10-29,M,F,birthdate_country,0.6845,1.0,0.0,0.5545,0.0,0.6293,no_match
2448,2915,DRJ_M_ESP_1710_82,DRJ_M_ESP_2901_49,DRJ_M_ESP_1710_82,DRJ_M_ESP_2901_49,transacciones|transacciones_espana_2024.csv|782,transacciones|transacciones_espana_2024.csv|1249,daniel rodriguez jimenez,daniel rodriguez jimenez,1974-10-29,1974-10-29,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2448,4159,DRJ_M_ESP_1710_82,DRJ_M_ESP_3007_26,DRJ_M_ESP_1710_82,DRJ_M_ESP_3007_26,transacciones|transacciones_espana_2024.csv|782,transacciones|transacciones_espana_2025.csv|826,daniel rodriguez jimenez,daniel rodriguez jimenez,1974-10-29,1974-10-29,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
3404,4159,NLF_F_ESP_1507_71,DRJ_M_ESP_3007_26,NLF_F_ESP_1507_71,DRJ_M_ESP_3007_26,transacciones|transacciones_espana_2025.csv|71,transacciones|transacciones_espana_2025.csv|826,nuria lopez fernandez,daniel rodriguez jimenez,1974-10-29,1974-10-29,F,M,birthdate_country,0.6845,1.0,0.0,0.5545,0.0,0.6293,no_match
2448,2927,DRJ_M_ESP_1710_82,NLF_F_ESP_2603_61,DRJ_M_ESP_1710_82,NLF_F_ESP_2603_61,transacciones|transacciones_espana_2024.csv|782,transacciones|transacciones_espana_2024.csv|1261,daniel rodriguez jimenez,nuria lopez fernandez,1974-10-29,1974-10-29,M,F,birthdate_country,0.6845,1.0,0.0,0.5545,0.0,0.6293,no_match
2915,3404,DRJ_M_ESP_2901_49,NLF_F_ESP_1507_71,DRJ_M_ESP_2901_49,NLF_F_ESP_1507_71,transacciones|transacciones_espana_2024.csv|1249,transacciones|transacciones_espana_2025.csv|71,daniel rodriguez jimenez,nuria lopez fernandez,1974-10-29,1974-10-29,M,F,birthdate_country,0.6845,1.0,0.0,0.5545,0.0,0.6293,no_match
2915,4159,DRJ_M_ESP_2901_49,DRJ_M_ESP_3007_26,DRJ_M_ESP_2901_49,DRJ_M_ESP_3007_26,transacciones|transacciones_espana_2024.csv|1249,transacciones|transacciones_espana_2025.csv|826,daniel rodriguez jimenez,daniel rodriguez jimenez,1974-10-29,1974-10-29,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
2927,3404,NLF_F_ESP_2603_61,NLF_F_ESP_1507_71,NLF_F_ESP_2603_61,NLF_F_ESP_1507_71,transacciones|transacciones_espana_2024.csv|1261,transacciones|transacciones_espana_2025.csv|71,nuria lopez fernandez,nuria lopez fernandez,1974-10-29,1974-10-29,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
2927,4159,NLF_F_ESP_2603_61,DRJ_M_ESP_3007_26,NLF_F_ESP_2603_61,DRJ_M_ESP_3007_26,transacciones|transacciones_espana_2024.csv|1261,transacciones|transacciones_espana_2025.csv|826,nuria lopez fernandez,daniel rodriguez jimenez,1974-10-29,1974-10-29,F,M,birthdate_country,0.6845,1.0,0.0,0.5545,0.0,0.6293,no_match
2448,3404,DRJ_M_ESP_1710_82,NLF_F_ESP_1507_71,DRJ_M_ESP_1710_82,NLF_F_ESP_1507_71,transacciones|transacciones_espana_2024.csv|782,transacciones|transacciones_espana_2025.csv|71,daniel rodriguez jimenez,nuria lopez fernandez,1974-10-29,1974-10-29,M,F,birthdate_country,0.6845,1.0,0.0,0.5545,0.0,0.6293,no_match
2451,4465,DMG_M_ESP_1510_85,DMG_M_ESP_2701_32,DMG_M_ESP_1510_85,DMG_M_ESP_2701_32,transacciones|transacciones_espana_2024.csv|785,transacciones|transacciones_espana_2025.csv|1132,daniel martinez garcia,daniel martinez garcia,2006-06-02,2006-06-02,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2453,3866,NHS_F_ESP_0211_87,NHS_F_ESP_1412_33,NHS_F_ESP_0211_87,NHS_F_ESP_1412_33,transacciones|transacciones_espana_2024.csv|787,transacciones|transacciones_espana_2025.csv|533,nuria hernandez sanchez,nuria hernandez sanchez,2022-08-04,2022-08-04,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2989,3444,MDD_M_ESP_0709_23,MDD_M_ESP_1703_11,MDD_M_ESP_0709_23,MDD_M_ESP_1703_11,transacciones|transacciones_espana_2024.csv|1323,transacciones|transacciones_espana_2025.csv|111,manuel diaz diaz,manuel diaz diaz,1979-06-18,1979-06-18,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2458,3444,MDD_M_ESP_1009_92,MDD_M_ESP_1703_11,MDD_M_ESP_1009_92,MDD_M_ESP_1703_11,transacciones|transacciones_espana_2024.csv|792,transacciones|transacciones_espana_2025.csv|111,manuel diaz diaz,manuel diaz diaz,1979-06-18,1979-06-18,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2458,2989,MDD_M_ESP_1009_92,MDD_M_ESP_0709_23,MDD_M_ESP_1009_92,MDD_M_ESP_0709_23,transacciones|transacciones_espana_2024.csv|792,transacciones|transacciones_espana_2024.csv|1323,manuel diaz diaz,manuel diaz diaz,1979-06-18,1979-06-18,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2463,3240,IPR_F_ESP_1204_97,IPR_F_ESP_2306_74,IPR_F_ESP_1204_97,IPR_F_ESP_2306_74,transacciones|transacciones_espana_2024.csv|797,transacciones|transacciones_espana_2024.csv|1574,isabel perez rodriguez,isabel perez rodriguez,1949-01-23,1949-01-23,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2463,4908,IPR_F_ESP_1204_97,IPR_F_ESP_1101_75,IPR_F_ESP_1204_97,IPR_F_ESP_1101_75,transacciones|transacciones_espana_2024.csv|797,transacciones|transacciones_espana_2025.csv|1575,isabel perez rodriguez,isabel perez rodriguez,1949-01-23,1949-01-23,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
3240,4908,IPR_F_ESP_2306_74,IPR_F_ESP_1101_75,IPR_F_ESP_2306_74,IPR_F_ESP_1101_75,transacciones|transacciones_espana_2024.csv|1574,transacciones|transacciones_espana_2025.csv|1575,isabel perez rodriguez,isabel perez rodriguez,1949-01-23,1949-01-23,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2466,2505,DJH_M_ESP_0311_00,DJH_M_ESP_1703_39,DJH_M_ESP_0311_00,DJH_M_ESP_1703_39,transacciones|transacciones_espana_2024.csv|800,transacciones|transacciones_espana_2024.csv|839,daniel jimenez hernandez,daniel jimenez hernandez,1970-07-01,1970-07-01,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2476,4153,CGR_M_ESP_1811_10,CGR_M_ESP_1703_20,CGR_M_ESP_1811_10,CGR_M_ESP_1703_20,transacciones|transacciones_espana_2024.csv|810,transacciones|transacciones_espana_2025.csv|820,c garcia ruiz,carlos garcia ruiz,1999-07-23,1999-07-23,M,M,birthdate_country | birthdate_lastname_soundex_country | phone_country,0.8244,1.0,1.0,1.0,1.0,0.9297,auto_match_supported_dob_surnames
2480,3799,IRJ_F_ESP_2010_14,IRJ_F_ESP_1407_66,IRJ_F_ESP_2010_14,IRJ_F_ESP_1407_66,transacciones|transacciones_espana_2024.csv|814,transacciones|transacciones_espana_2025.csv|466,irene rodriguez,irene rodriguez jimenez,1995-06-29,1995-06-29,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,0.9304,1.0,1.0,0.5,1.0,0.9222,auto_match_supported_dob_contact
2481,2498,MLR_F_ESP_2102_15,MLR_F_ESP_1911_32,MLR_F_ESP_2102_15,MLR_F_ESP_1911_32,transacciones|transacciones_espana_2024.csv|815,transacciones|transacciones_espana_2024.csv|832,maria lopez rodriguez,maria lopez rodriguez,1973-07-14,1973-07-14,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2485,4358,EGP_F_ESP_0908_19,EGP_F_ESP_3005_25,EGP_F_ESP_0908_19,EGP_F_ESP_3005_25,transacciones|transacciones_espana_2024.csv|819,transacciones|transacciones_espana_2025.csv|1025,elena garcia perez,elena garcia perez,1996-10-13,1996-10-13,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2485,3487,EGP_F_ESP_0908_19,EGP_F_ESP_1204_54,EGP_F_ESP_0908_19,EGP_F_ESP_1204_54,transacciones|transacciones_espana_2024.csv|819,transacciones|transacciones_espana_2025.csv|154,elena garcia perez,elena garcia perez,1996-10-13,1996-10-13,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
3487,4358,EGP_F_ESP_1204_54,EGP_F_ESP_3005_25,EGP_F_ESP_1204_54,EGP_F_ESP_3005_25,transacciones|transacciones_espana_2025.csv|154,transacciones|transacciones_espana_2025.csv|1025,elena garcia perez,elena garcia perez,1996-10-13,1996-10-13,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2631,3852,CGS_F_ESP_1804_65,CGS_F_ESP_1003_19,CGS_F_ESP_1804_65,CGS_F_ESP_1003_19,transacciones|transacciones_espana_2024.csv|965,transacciones|transacciones_espana_2025.csv|519,claudia gomez sanchez,claudia gomez,1978-02-25,1978-02-25,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,0.9238,1.0,1.0,0.5,1.0,0.9195,auto_match_supported_dob_contact
2491,2631,CGS_F_ESP_1609_25,CGS_F_ESP_1804_65,CGS_F_ESP_1609_25,CGS_F_ESP_1804_65,transacciones|transacciones_espana_2024.csv|825,transacciones|transacciones_espana_2024.csv|965,claudia gomez sanchez,claudia gomez sanchez,1978-02-25,1978-02-25,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2491,3852,CGS_F_ESP_1609_25,CGS_F_ESP_1003_19,CGS_F_ESP_1609_25,CGS_F_ESP_1003_19,transacciones|transacciones_espana_2024.csv|825,transacciones|transacciones_espana_2025.csv|519,claudia gomez sanchez,claudia gomez,1978-02-25,1978-02-25,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,0.9238,1.0,1.0,0.5,1.0,0.9195,auto_match_supported_dob_contact
2521,2631,CGS_F_ESP_2302_55,CGS_F_ESP_1804_65,CGS_F_ESP_2302_55,CGS_F_ESP_1804_65,transacciones|transacciones_espana_2024.csv|855,transacciones|transacciones_espana_2024.csv|965,claudia gomez sanchez,claudia gomez sanchez,1978-02-25,1978-02-25,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2491,2521,CGS_F_ESP_1609_25,CGS_F_ESP_2302_55,CGS_F_ESP_1609_25,CGS_F_ESP_2302_55,transacciones|transacciones_espana_2024.csv|825,transacciones|transacciones_espana_2024.csv|855,claudia gomez sanchez,claudia gomez sanchez,1978-02-25,1978-02-25,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2521,3852,CGS_F_ESP_2302_55,CGS_F_ESP_1003_19,CGS_F_ESP_2302_55,CGS_F_ESP_1003_19,transacciones|transacciones_espana_2024.csv|855,transacciones|transacciones_espana_2025.csv|519,claudia gomez sanchez,claudia gomez,1978-02-25,1978-02-25,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,0.9238,1.0,1.0,0.5,1.0,0.9195,auto_match_supported_dob_contact
2493,3058,SHF_M_ESP_2312_27,SHF_M_ESP_1004_92,SHF_M_ESP_2312_27,SHF_M_ESP_1004_92,transacciones|transacciones_espana_2024.csv|827,transacciones|transacciones_espana_2024.csv|1392,sergio hernandez fernandez,sergio hernandez,1979-09-23,1979-09-23,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,0.9231,1.0,1.0,0.5,1.0,0.9192,auto_match_supported_dob_contact
4054,4818,DSF_M_ESP_0602_21,DSF_M_ESP_2909_85,DSF_M_ESP_0602_21,DSF_M_ESP_2909_85,transacciones|transacciones_espana_2025.csv|721,transacciones|transacciones_espana_2025.csv|1485,david sanchez fernandez,david sanchez fernandez,1981-07-23,1981-07-23,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2499,4818,DSF_M_ESP_2807_33,DSF_M_ESP_2909_85,DSF_M_ESP_2807_33,DSF_M_ESP_2909_85,transacciones|transacciones_espana_2024.csv|833,transacciones|transacciones_espana_2025.csv|1485,david sanchez fernandez,david sanchez fernandez,1981-07-23,1981-07-23,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2499,4054,DSF_M_ESP_2807_33,DSF_M_ESP_0602_21,DSF_M_ESP_2807_33,DSF_M_ESP_0602_21,transacciones|transacciones_espana_2024.csv|833,transacciones|transacciones_espana_2025.csv|721,david sanchez fernandez,david sanchez fernandez,1981-07-23,1981-07-23,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2515,2706,MLR_M_ESP_1101_49,MLR_M_ESP_1210_40,MLR_M_ESP_1101_49,MLR_M_ESP_1210_40,transacciones|transacciones_espana_2024.csv|849,transacciones|transacciones_espana_2024.csv|1040,m lopez ruiz,miguel lopez ruiz,1980-11-11,1980-11-11,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.8118,1.0,1.0,1.0,1.0,0.9247,auto_match_supported_dob_surnames
2609,2706,MLR_M_ESP_2108_43,MLR_M_ESP_1210_40,MLR_M_ESP_2108_43,MLR_M_ESP_1210_40,transacciones|transacciones_espana_2024.csv|943,transacciones|transacciones_espana_2024.csv|1040,m lopez ruiz,miguel lopez ruiz,1980-11-11,1980-11-11,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.8118,1.0,1.0,1.0,1.0,0.9247,auto_match_supported_dob_surnames
2515,2609,MLR_M_ESP_1101_49,MLR_M_ESP_2108_43,MLR_M_ESP_1101_49,MLR_M_ESP_2108_43,transacciones|transacciones_espana_2024.csv|849,transacciones|transacciones_espana_2024.csv|943,m lopez ruiz,m lopez ruiz,1980-11-11,1980-11-11,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2516,4706,PJF_M_ESP_2311_50,PJF_M_ESP_1305_73,PJF_M_ESP_2311_50,PJF_M_ESP_1305_73,transacciones|transacciones_espana_2024.csv|850,transacciones|transacciones_espana_2025.csv|1373,pablo jimenez fernandez,p jimenez fernandez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.9478,1.0,1.0,1.0,1.0,0.9791,auto_match_supported_dob_surnames
2516,2835,PJF_M_ESP_2311_50,PJF_M_ESP_1803_69,PJF_M_ESP_2311_50,PJF_M_ESP_1803_69,transacciones|transacciones_espana_2024.csv|850,transacciones|transacciones_espana_2024.csv|1169,pablo jimenez fernandez,pablo jimenez fernandez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2835,4155,PJF_M_ESP_1803_69,PJF_M_ESP_1903_22,PJF_M_ESP_1803_69,PJF_M_ESP_1903_22,transacciones|transacciones_espana_2024.csv|1169,transacciones|transacciones_espana_2025.csv|822,pablo jimenez fernandez,pablo jimenez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,0.913,1.0,1.0,0.5,1.0,0.9152,auto_match_supported_dob_contact
3482,4155,PJF_M_ESP_1902_49,PJF_M_ESP_1903_22,PJF_M_ESP_1902_49,PJF_M_ESP_1903_22,transacciones|transacciones_espana_2025.csv|149,transacciones|transacciones_espana_2025.csv|822,pablo jimenez fernandez,pablo jimenez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,0.913,1.0,1.0,0.5,1.0,0.9152,auto_match_supported_dob_contact
2516,4155,PJF_M_ESP_2311_50,PJF_M_ESP_1903_22,PJF_M_ESP_2311_50,PJF_M_ESP_1903_22,transacciones|transacciones_espana_2024.csv|850,transacciones|transacciones_espana_2025.csv|822,pablo jimenez fernandez,pablo jimenez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,0.913,1.0,1.0,0.5,1.0,0.9152,auto_match_supported_dob_contact
2835,3482,PJF_M_ESP_1803_69,PJF_M_ESP_1902_49,PJF_M_ESP_1803_69,PJF_M_ESP_1902_49,transacciones|transacciones_espana_2024.csv|1169,transacciones|transacciones_espana_2025.csv|149,pablo jimenez fernandez,pablo jimenez fernandez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2835,4706,PJF_M_ESP_1803_69,PJF_M_ESP_1305_73,PJF_M_ESP_1803_69,PJF_M_ESP_1305_73,transacciones|transacciones_espana_2024.csv|1169,transacciones|transacciones_espana_2025.csv|1373,pablo jimenez fernandez,p jimenez fernandez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.9478,1.0,1.0,1.0,1.0,0.9791,auto_match_supported_dob_surnames
4155,4706,PJF_M_ESP_1903_22,PJF_M_ESP_1305_73,PJF_M_ESP_1903_22,PJF_M_ESP_1305_73,transacciones|transacciones_espana_2025.csv|822,transacciones|transacciones_espana_2025.csv|1373,pablo jimenez,p jimenez fernandez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.7498,1.0,1.0,0.5,1.0,0.8499,auto_match_supported_dob_contact
3482,4706,PJF_M_ESP_1902_49,PJF_M_ESP_1305_73,PJF_M_ESP_1902_49,PJF_M_ESP_1305_73,transacciones|transacciones_espana_2025.csv|149,transacciones|transacciones_espana_2025.csv|1373,pablo jimenez fernandez,p jimenez fernandez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.9478,1.0,1.0,1.0,1.0,0.9791,auto_match_supported_dob_surnames
2516,3482,PJF_M_ESP_2311_50,PJF_M_ESP_1902_49,PJF_M_ESP_2311_50,PJF_M_ESP_1902_49,transacciones|transacciones_espana_2024.csv|850,transacciones|transacciones_espana_2025.csv|149,pablo jimenez fernandez,pablo jimenez fernandez,1963-07-14,1963-07-14,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
2517,3370,IDM_F_ESP_1011_51,IDM_F_ESP_1905_37,IDM_F_ESP_1011_51,IDM_F_ESP_1905_37,transacciones|transacciones_espana_2024.csv|851,transacciones|transacciones_espana_2025.csv|37,irene diaz martinez,i diaz martinez,2002-07-26,2002-07-26,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.8568,1.0,1.0,1.0,1.0,0.9427,auto_match_supported_dob_surnames
2517,4211,IDM_F_ESP_1011_51,IDM_F_ESP_0903_78,IDM_F_ESP_1011_51,IDM_F_ESP_0903_78,transacciones|transacciones_espana_2024.csv|851,transacciones|transacciones_espana_2025.csv|878,irene diaz martinez,irene diaz martinez,2002-07-26,2002-07-26,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
3370,4211,IDM_F_ESP_1905_37,IDM_F_ESP_0903_78,IDM_F_ESP_1905_37,IDM_F_ESP_0903_78,transacciones|transacciones_espana_2025.csv|37,transacciones|transacciones_espana_2025.csv|878,i diaz martinez,irene diaz martinez,2002-07-26,2002-07-26,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.8568,1.0,1.0,1.0,1.0,0.9427,auto_match_supported_dob_surnames
