pair_id,left_index,right_index,nombre_a,nombre_b,fecha_nacimiento_a,fecha_nacimiento_b,sexo_a,sexo_b,telefono_a,telefono_b,correo_a,correo_b,pais_a,pais_b,id_consulta_a,id_consulta_b,decision_manual
PAIR_0118,5103,5528,jessica wilson martinez,jessica wilson,1967-11-07,1967-11-07,F,F,2029257527,2021178427,jessica.wilson.000636@hospitalmail.com,jessica.wilson.000077@gmail.com,estados_unidos,estados_unidos,JWM_F_USA_2903_04,JWM_F_USA_0103_29,
PAIR_0119,5101,6345,patricia wilson,patricia wilson martinez,1989-06-29,1989-06-29,F,F,2020102081,12020102081,patricia.wilson.000571@outlook.com,,estados_unidos,estados_unidos,PWM_F_USA_0507_02,PWM_F_USA_0703_46,
PAIR_0120,5136,7575,michael wilson,michael wilson wilson,1985-09-14,1985-09-14,M,M,2026974702,12026974702,,michael.wilson.000660@mail.com,estados_unidos,estados_unidos,MWW_M_USA_2711_37,MWW_M_USA_2001_09,
PAIR_0121,8480,9868,nancy williams,nancy williams taylor,1995-11-25,1995-11-25,F,F,2029092,2029092450,,,estados_unidos,estados_unidos,NWT_F_USA_2307_47,NWT_F_USA_0610_35,
PAIR_0122,7322,8480,nancy williams taylor,nancy williams,1995-11-25,1995-11-25,F,F,2029092450,2029092,,,estados_unidos,estados_unidos,NWT_F_USA_2105_56,NWT_F_USA_2307_47,
PAIR_0123,5169,9574,john taylor garcia,john tylor garcia,1980-11-20,1980-11-20,M,M,12025031741,2022273522,john.taylor.001161@mail.com,john.taylor.000760@outlook.com,estados_unidos,estados_unidos,JTG_M_USA_3110_70,JTG_M_USA_0601_41,
PAIR_0124,5582,9671,susan williams,susan williams rodriguez,2005-02-03,2005-02-03,F,F,2020882558,,,susan.williams.001598@gmail.com,estados_unidos,estados_unidos,SWR_F_USA_0707_83,SWR_F_USA_0710_38,
PAIR_0125,5201,9866,sarah smith,sarah smith taylor,1976-10-18,1976-10-18,F,F,12022082047,2022082047,sarah.smith.000110@gmail.com,,estados_unidos,estados_unidos,SST_F_USA_2603_02,SST_F_USA_1001_33,
PAIR_0126,8635,9554,elizabeth garcia,elizabeth garcia miller,1979-09-30,1979-09-30,F,F,12027727815,2027727815,elizabeth.garcia.000420@hospitalmail.com,,estados_unidos,estados_unidos,EGM_F_USA_1001_02,EGM_F_USA_0204_21,
PAIR_0127,5776,9688,george brown rodriguez,george brown,1993-03-23,1993-03-23,M,M,2020367992,2020367,,george.brown.001493@outlook.com,estados_unidos,estados_unidos,GBR_M_USA_2910_77,GBR_M_USA_2411_55,
PAIR_0128,6367,8723,michael taylor,michael taylor davis,1935-05-04,1935-05-04,M,M,2025632960,202563296,michael.taylor.001809@outlook.com,,estados_unidos,estados_unidos,MTD_M_USA_2011_68,MTD_M_USA_1603_90,
PAIR_0129,5276,7681,david miler garcia,d miller garcia,1954-07-26,1954-07-26,M,M,12028186260,2028186260,david.miller.000203@hospitalmail.com,,estados_unidos,estados_unidos,DMG_M_USA_0208_77,DMG_M_USA_0211_15,
PAIR_0130,6227,8920,laura miller miller,laura martinez,1941-11-04,1941-11-04,F,F,2026457247,2027255157,laura.miller.000058@hospitalmail.com,laura.martinez.000605@hospitalmail.com,estados_unidos,estados_unidos,LMM_F_USA_1301_28,LMD_F_USA_2109_87,
PAIR_0131,5278,6227,laura martinez davis,laura miller miller,1941-11-04,1941-11-04,F,F,2027255157,2026457247,laura.martinez.000605@hospitalmail.com,laura.miller.000058@hospitalmail.com,estados_unidos,estados_unidos,LMD_F_USA_2110_79,LMM_F_USA_1301_28,
PAIR_0132,5315,7608,robert wilson wilson,robert wilson,1982-11-13,1982-11-13,M,M,12029581317,2029581317,,robert.wilson.002100@gmail.com,estados_unidos,estados_unidos,RWW_M_USA_1206_16,RWW_M_USA_1004_42,
PAIR_0133,6554,7321,s taylor jones,sarah taylr jones,1984-10-07,1984-10-07,F,F,2028953236,12028953236,sarah.taylor.001459@mail.com,,estados_unidos,estados_unidos,STJ_F_USA_2909_55,STJ_F_USA_2206_55,
PAIR_0134,5383,9483,thomas johnson,thomas johnson miller,1986-09-13,1986-09-13,M,M,12027231511,2027231511,,thomas.johnson.001663@hospitalmail.com,estados_unidos,estados_unidos,TJM_M_USA_0512_84,TJM_M_USA_1605_50,
PAIR_0135,7308,9755,karen wilson williams,karen wilson,2004-07-21,2004-07-21,F,F,12021410657,2021410657,karen.wilson.000254@mail.com,,estados_unidos,estados_unidos,KWW_F_USA_2003_42,KWW_F_USA_1208_22,
PAIR_0136,5452,6795,sarah martinez williams,sarah martinez,1953-09-02,1953-09-02,F,F,12023601520,2023601520,sarah.martinez.000384@mail.com,,estados_unidos,estados_unidos,SMW_F_USA_0402_53,SMW_F_USA_1606_29,
PAIR_0137,5498,9079,daniel williams,daniel williams wilson,1997-12-06,1997-12-06,M,M,,,,daniel.williams.000755@gmail.com,estados_unidos,estados_unidos,DWW_M_USA_1204_99,DWW_M_USA_1505_46,
PAIR_0138,5498,7498,daniel williams,daniel williams wilson,1997-12-06,1997-12-06,M,M,,2024794120,,daniel.williams.000755@gmail.com,estados_unidos,estados_unidos,DWW_M_USA_1204_99,DWW_M_USA_2703_32,
PAIR_0139,5529,8022,david taylor,david taylor moore,1990-10-10,1990-10-10,M,M,2026128855,12026128855,david.taylor.001335@gmail.com,,estados_unidos,estados_unidos,DTM_M_USA_0209_30,DTM_M_USA_2904_56,
PAIR_0140,9213,9638,jessica brown martinez,jessica brown,1964-01-21,1964-01-21,F,F,12028167868,2028167868,jessica.brown.000309@outlook.com,,estados_unidos,estados_unidos,JBM_F_USA_2107_80,JBM_F_USA_2601_05,
PAIR_0141,8265,9160,nancy taylor,nancy taylor wilson,1964-04-11,1964-04-11,F,F,2029836219,12029836219,,,estados_unidos,estados_unidos,NTW_F_USA_1007_99,NTW_F_USA_1506_27,
PAIR_0142,6839,9113,elizabeth davis,elizabeth davis wilson,1976-11-08,1976-11-08,F,F,2028958724,12025767493,,elizabeth.davis.001621@hospitalmail.com,estados_unidos,estados_unidos,EDW_F_USA_0509_73,EDW_F_USA_1312_80,
PAIR_0143,5580,6839,elizabeth davis wilson,elizabeth davis,1976-11-08,1976-11-08,F,F,20289587,2028958724,elizabeth.davis.000834@outlook.com,,estados_unidos,estados_unidos,EDW_F_USA_1312_81,EDW_F_USA_0509_73,
PAIR_0144,6962,8177,joseph more brown,joseph moore brown,2008-12-21,2008-12-21,M,M,2028529904,12028529904,,joseph.moore.000116@mail.com,estados_unidos,estados_unidos,JMB_M_USA_0706_96,JMB_M_USA_0710_11,
PAIR_0145,6962,7568,joseph more brown,joseph moore,2008-12-21,2008-12-21,M,M,2028529904,12028529904,,joseph.moore.000116@mail.com,estados_unidos,estados_unidos,JMB_M_USA_0706_96,JMB_M_USA_0208_02,
PAIR_0146,5584,7568,joseph moore brown,joseph moore,2008-12-21,2008-12-21,M,M,2028529904,12028529904,,joseph.moore.000116@mail.com,estados_unidos,estados_unidos,JMB_M_USA_1108_85,JMB_M_USA_0208_02,
PAIR_0147,5686,5902,charles smith,charles smith rodriguez,1942-04-17,1942-04-17,M,M,2023817567,,charles.smith.001139@gmail.com,,estados_unidos,estados_unidos,CSR_M_USA_1205_87,CSR_M_USA_1104_03,
PAIR_0148,5719,9393,emily moore taylor,emily mooe taylor,2002-11-02,2002-11-02,F,F,2025863920,20258639,,emily.moore.001781@hospitalmail.com,estados_unidos,estados_unidos,EMT_F_USA_0310_20,EMT_F_USA_0304_60,
PAIR_0149,5766,7571,charles moore taylor,charles moore,1969-12-30,1969-12-30,M,M,2029283615,,,charles.moore.000836@gmail.com,estados_unidos,estados_unidos,CMT_M_USA_2601_67,CMT_M_USA_1205_05,
PAIR_0150,8008,9288,james williams,james williams martinez,1990-03-30,1990-03-30,M,M,12022871779,20228717,james.williams.002043@outlook.com,,estados_unidos,estados_unidos,JWM_M_USA_2503_42,JWM_M_USA_0806_55,
PAIR_0151,5782,7650,george jhnson anderson,george johnson anderson,1994-09-15,1994-09-15,M,M,12026606440,2026606440,,george.johnson.001177@hospitalmail.com,estados_unidos,estados_unidos,GJA_M_USA_3105_83,GJA_M_USA_1902_84,
PAIR_0152,5782,9629,george jhnson anderson,george johnson anderson,1994-09-15,1994-09-15,M,M,12026606440,2026606440,,george.johnson.001177@hospitalmail.com,estados_unidos,estados_unidos,GJA_M_USA_3105_83,GJA_M_USA_2102_96,
PAIR_0153,5809,5976,robert martinez,robert martinez martinez,1997-07-18,1997-07-18,M,M,12026264735,2026264735,robert.martinez.001591@outlook.com,,estados_unidos,estados_unidos,RMM_M_USA_0901_10,RMM_M_USA_1801_77,
PAIR_0154,5857,7541,thomas jones,t jones davis,1962-04-23,1962-04-23,M,M,,2021007856,thomas.jones.001601@hospitalmail.com,,estados_unidos,estados_unidos,TJD_M_USA_3108_58,TJD_M_USA_2402_75,
PAIR_0155,5869,6841,john taylor garcia,john taylor,1963-03-03,1963-03-03,M,M,12022273522,2025031,john.taylor.000760@outlook.com,john.taylor.001161@mail.com,estados_unidos,estados_unidos,JTG_M_USA_0511_70,JTG_M_USA_1407_75,
PAIR_0156,5906,8277,sarah miller,sarah miller jones,1965-03-12,1965-03-12,F,F,12027199790,2027199,,sarah.miller.001389@outlook.com,estados_unidos,estados_unidos,SMJ_F_USA_0610_07,SMJ_F_USA_0811_11,
PAIR_0157,5957,8527,michael taylor,michael taylor anderson,2012-12-07,2012-12-07,M,M,12021154889,2021154889,michael.taylor.000273@gmail.com,,estados_unidos,estados_unidos,MTA_M_USA_1501_58,MTA_M_USA_1302_94,
PAIR_0158,5957,8915,michael taylor,michael taylor,2012-12-07,2012-12-07,M,M,12021154889,2021154889,michael.taylor.000273@gmail.com,,estados_unidos,estados_unidos,MTA_M_USA_1501_58,MTA_M_USA_1210_82,
PAIR_0159,5995,9431,karen brown davis,karen brown,1987-03-11,1987-03-11,F,F,2022709,12022709750,,karen.brown.001864@hospitalmail.com,estados_unidos,estados_unidos,KBD_F_USA_0709_96,KBD_F_USA_0712_98,
PAIR_0160,6898,8034,elizabeth brown,elizabeth brown brown,1950-03-16,1950-03-16,F,F,12021961238,2021961238,elizabeth.brown.000647@hospitalmail.com,,estados_unidos,estados_unidos,EBB_F_USA_1201_32,EBB_F_USA_2403_68,
PAIR_0161,9238,9486,charles rodriguez johnson,charles rodriguez,1960-04-28,1960-04-28,M,M,12021196621,2021196621,,,estados_unidos,estados_unidos,CRJ_M_USA_0601_05,CRJ_M_USA_0906_53,
PAIR_0162,6092,9403,james taylor,james taylor johnson,1995-07-09,1995-07-09,M,M,12023422066,2023422066,james.taylor.002031@hospitalmail.com,,estados_unidos,estados_unidos,JTJ_M_USA_1608_93,JTJ_M_USA_1604_70,
PAIR_0163,6100,9893,george wilson davis,george wlson davis,2017-07-22,2017-07-22,M,M,12029543172,2029543172,george.wilson.001011@gmail.com,,estados_unidos,estados_unidos,GWD_M_USA_1106_01,GWD_M_USA_2110_60,
PAIR_0164,6256,8625,linda grcia williams,linda garcia williams,1990-01-29,1990-01-29,F,F,2024766788,,linda.garcia.001370@hospitalmail.com,,estados_unidos,estados_unidos,LGW_F_USA_1808_57,LGW_F_USA_2711_92,
PAIR_0165,6147,8792,sarah miller williams,sarah miller,1955-09-16,1955-09-16,F,F,12026675871,,sarah.miller.001003@gmail.com,,estados_unidos,estados_unidos,SMW_F_USA_1409_48,SMW_F_USA_1310_59,
PAIR_0166,6173,9961,jennifer rodriguez johnson,jessica johnson johnson,1992-09-28,1992-09-28,F,F,2022653649,2025934302,jennifer.rodriguez.001314@gmail.com,jessica.johnson.001689@outlook.com,estados_unidos,estados_unidos,JRJ_F_USA_0306_74,JJJ_F_USA_0606_28,
PAIR_0167,6173,9730,jennifer rodriguez johnson,jessica johnson johnson,1992-09-28,1992-09-28,F,F,2022653649,2025934302,jennifer.rodriguez.001314@gmail.com,jessica.johnson.001689@outlook.com,estados_unidos,estados_unidos,JRJ_F_USA_0306_74,JJJ_F_USA_0904_97,
PAIR_0168,8182,9650,michael jones miller,michael jones,1961-06-22,1961-06-22,M,M,202239334,2022393347,,michael.jones.002072@mail.com,estados_unidos,estados_unidos,MJM_M_USA_0204_16,MJM_M_USA_0109_17,
PAIR_0169,6640,8446,james brown,james brown martinez,1956-05-10,1956-05-10,M,M,2022949172,12022949172,james.brown.001576@gmail.com,,estados_unidos,estados_unidos,JBM_M_USA_3009_41,JBM_M_USA_2004_13,
PAIR_0170,6325,8060,laura miller,laura miller wilson,1967-04-06,1967-04-06,F,F,12020283373,,laura.miller.000063@hospitalmail.com,,estados_unidos,estados_unidos,LMW_F_USA_1503_26,LMW_F_USA_2211_94,
PAIR_0171,7842,8514,david smith miller,david smith,1970-04-22,1970-04-22,M,M,2028850446,,david.smith.000314@mail.com,,estados_unidos,estados_unidos,DSM_M_USA_2306_76,DSM_M_USA_1504_81,
PAIR_0172,6883,8514,david smith miller,david smith,1970-04-22,1970-04-22,M,M,2028850446,,david.smith.000314@mail.com,,estados_unidos,estados_unidos,DSM_M_USA_2603_17,DSM_M_USA_1504_81,
PAIR_0173,6332,8514,david smith miller,david smith,1970-04-22,1970-04-22,M,M,2028850446,,david.smith.000314@mail.com,,estados_unidos,estados_unidos,DSM_M_USA_0707_33,DSM_M_USA_1504_81,
PAIR_0174,7180,7258,william taylor davis,william taylor,1978-10-06,1978-10-06,M,M,12022253835,2022253835,william.taylor.001357@hospitalmail.com,,estados_unidos,estados_unidos,WTD_M_USA_0302_14,WTD_M_USA_1907_92,
PAIR_0175,6443,8269,p johnson wilson,patricia jhnson wilson,2007-03-14,2007-03-14,F,F,20214823,2021482306,patricia.johnson.001258@gmail.com,,estados_unidos,estados_unidos,PJW_F_USA_0506_44,PJW_F_USA_1408_03,
PAIR_0176,6588,8269,p johnson wilson,patricia jhnson wilson,2007-03-14,2007-03-14,F,F,,2021482306,,,estados_unidos,estados_unidos,PJW_F_USA_2301_89,PJW_F_USA_1408_03,
PAIR_0177,6444,8973,jessica williams smith,jessica williams,1991-12-18,1991-12-18,F,F,2024757675,2024757,,jessica.williams.000770@mail.com,estados_unidos,estados_unidos,JWS_F_USA_2806_45,JWS_F_USA_0610_40,
PAIR_0178,6489,7019,john jones,john jones miller,1978-11-06,1978-11-06,M,M,2026108842,12026108842,john.jones.000746@outlook.com,,estados_unidos,estados_unidos,JJM_M_USA_1807_90,JJM_M_USA_0603_53,
PAIR_0179,6518,7855,charles jones,charles jones jones,1947-05-28,1947-05-28,M,M,2021926620,2028418689,charles.jones.000532@gmail.com,charles.jones.001025@gmail.com,estados_unidos,estados_unidos,CJJ_M_USA_2208_19,CJJ_M_USA_0512_89,
PAIR_0180,6574,7760,robert taylor jones,robert taylor,1978-06-12,1978-06-12,M,M,12026114084,2026114084,,robert.taylor.000649@outlook.com,estados_unidos,estados_unidos,RTJ_M_USA_2001_75,RTJ_M_USA_1601_94,
PAIR_0181,6596,7914,joseph brown,joseph brown garcia,1974-09-06,1974-09-06,M,M,12025631284,2025631284,,joseph.brown.001065@mail.com,estados_unidos,estados_unidos,JBG_M_USA_0405_97,JBG_M_USA_0606_48,
PAIR_0182,6625,6947,george wilson moore,george wilson,1955-05-17,1955-05-17,M,M,2023761,2023761715,george.wilson.000619@gmail.com,,estados_unidos,estados_unidos,GWM_M_USA_2410_26,GWM_M_USA_0303_81,
PAIR_0183,6947,8103,george wilson,george wilson moore,1955-05-17,1955-05-17,M,M,2023761715,,,george.wilson.000619@gmail.com,estados_unidos,estados_unidos,GWM_M_USA_0303_81,GWM_M_USA_0203_37,
PAIR_0184,6706,7564,emily davis,emily davis davis,1947-03-26,1947-03-26,F,F,2027288452,12027288452,,emily.davis.000001@hospitalmail.com,estados_unidos,estados_unidos,EDD_F_USA_0612_40,EDD_F_USA_2710_98,
PAIR_0185,8258,9531,laura williams taylor,laura williams,2004-09-16,2004-09-16,F,F,2022779557,,,laura.williams.002212@outlook.com,estados_unidos,estados_unidos,LWT_F_USA_1308_92,LWT_F_USA_1508_98,
PAIR_0186,6714,7771,john taylor miller,john taylor,1972-07-14,1972-07-14,M,M,12028265488,2028265488,,john.taylor.001189@hospitalmail.com,estados_unidos,estados_unidos,JTM_M_USA_2402_48,JTM_M_USA_2804_05,
PAIR_0187,6715,7031,joseph wilson,joseph wilson wilson,2001-02-22,2001-02-22,M,M,12023961302,2023961302,joseph.wilson.000781@gmail.com,,estados_unidos,estados_unidos,JWW_M_USA_0710_49,JWW_M_USA_2301_65,
PAIR_0188,9082,9790,anthony moore johnson,anthony moore,1963-05-04,1963-05-04,M,M,2024027324,12024027324,anthony.moore.001552@outlook.com,,estados_unidos,estados_unidos,AMJ_M_USA_2504_49,AMJ_M_USA_2008_57,
PAIR_0189,7174,9790,anthony moore johnson,anthony moore,1963-05-04,1963-05-04,M,M,2024027324,12024027324,anthony.moore.001552@outlook.com,,estados_unidos,estados_unidos,AMJ_M_USA_0806_08,AMJ_M_USA_2008_57,
PAIR_0190,6843,9790,anthony moore johnson,anthony moore,1963-05-04,1963-05-04,M,M,2024027324,12024027324,anthony.moore.001552@outlook.com,,estados_unidos,estados_unidos,AMJ_M_USA_1807_77,AMJ_M_USA_2008_57,
PAIR_0191,6922,9020,mary jones smith,mary jones,1971-12-07,1971-12-07,F,F,12025293203,2025293203,mary.jones.001043@gmail.com,,estados_unidos,estados_unidos,MJS_F_USA_2907_56,MJS_F_USA_0308_87,
PAIR_0192,7738,7965,david williams miller,david williams,1940-06-11,1940-06-11,M,M,2026663637,12026663637,david.williams.001421@gmail.com,,estados_unidos,estados_unidos,DWM_M_USA_2703_72,DWM_M_USA_1512_99,
PAIR_0193,6934,7965,david williams miller,david williams,1940-06-11,1940-06-11,M,M,,12026663637,david.williams.001421@gmail.com,,estados_unidos,estados_unidos,DWM_M_USA_0412_68,DWM_M_USA_1512_99,
PAIR_0194,6971,9546,e wilson moore,emily wlson moore,1981-10-17,1981-10-17,F,F,12022717468,2022717,,emily.wilson.001516@hospitalmail.com,estados_unidos,estados_unidos,EWM_F_USA_0707_05,EWM_F_USA_2908_13,
PAIR_0195,6975,9886,linda jones wilson,linda jones,1936-08-28,1936-08-28,F,F,,2023242955,linda.jones.000727@mail.com,,estados_unidos,estados_unidos,LJW_F_USA_0407_09,LJW_F_USA_2109_53,
PAIR_0196,7033,9942,laura more miller,l moore miller,2005-12-01,2005-12-01,F,F,12023513388,2023513388,laura.moore.001293@hospitalmail.com,,estados_unidos,estados_unidos,LMM_F_USA_1007_67,LMM_F_USA_0407_09,
PAIR_0197,7447,8485,daniel johnson,daniel johnson moore,1978-09-20,1978-09-20,M,M,12025268713,2025268713,daniel.johnson.000918@mail.com,,estados_unidos,estados_unidos,DJM_M_USA_3108_81,DJM_M_USA_1901_52,
PAIR_0198,9305,9338,robert smih brown,robert smith,2013-04-03,2013-04-03,M,M,12022455504,2022455504,,robert.smith.001068@mail.com,estados_unidos,estados_unidos,RSB_M_USA_1711_72,RSB_M_USA_1603_05,
PAIR_0199,7066,8981,emily matinez williams,emily martinez,1962-03-16,1962-03-16,F,F,12023406091,2023406091,,emily.martinez.002215@gmail.com,estados_unidos,estados_unidos,EMW_F_USA_2211_00,EMW_F_USA_1901_48,
PAIR_0200,7132,9264,karen garcia moore,laura garcia brown,1961-08-11,1961-08-11,F,F,2025413208,2026226467,karen.garcia.000239@mail.com,laura.garcia.001474@hospitalmail.com,estados_unidos,estados_unidos,KGM_F_USA_1904_66,LGB_F_USA_0811_31,
PAIR_0201,7132,8319,karen garcia moore,laura garcia brown,1961-08-11,1961-08-11,F,F,2025413208,2026226467,karen.garcia.000239@mail.com,laura.garcia.001474@hospitalmail.com,estados_unidos,estados_unidos,KGM_F_USA_1904_66,LGB_F_USA_2106_53,
PAIR_0202,8319,8408,laura garcia brown,karen garcia moore,1961-08-11,1961-08-11,F,F,2026226467,2025413208,laura.garcia.001474@hospitalmail.com,karen.garcia.000239@mail.com,estados_unidos,estados_unidos,LGB_F_USA_2106_53,KGM_F_USA_3108_75,
PAIR_0203,8408,9264,karen garcia moore,laura garcia brown,1961-08-11,1961-08-11,F,F,2025413208,2026226467,karen.garcia.000239@mail.com,laura.garcia.001474@hospitalmail.com,estados_unidos,estados_unidos,KGM_F_USA_3108_75,LGB_F_USA_0811_31,
PAIR_0204,7233,9000,daniel moore moore,daniel moore,1953-08-01,1953-08-01,M,M,202528388,12025283886,,daniel.moore.001443@mail.com,estados_unidos,estados_unidos,DMM_M_USA_1001_67,DMM_M_USA_0301_67,
PAIR_0205,8219,9472,linda smith,linda smith miller,1967-07-16,1967-07-16,F,F,202080504,2020805049,linda.smith.001292@outlook.com,,estados_unidos,estados_unidos,LSM_F_USA_1111_53,LSM_F_USA_0506_39,
PAIR_0206,7269,8219,linda smith miller,linda smith,1967-07-16,1967-07-16,F,F,2020805049,202080504,,linda.smith.001292@outlook.com,estados_unidos,estados_unidos,LSM_F_USA_1307_03,LSM_F_USA_1111_53,
PAIR_0207,9196,9518,james johnson brown,john jones moore,1983-05-28,1983-05-28,M,M,12023272737,12020863833,james.johnson.001009@outlook.com,,estados_unidos,estados_unidos,JJB_M_USA_0210_63,JJM_M_USA_2111_85,
PAIR_0208,7357,9196,john jones moore,james johnson brown,1983-05-28,1983-05-28,M,M,2020863833,12023272737,,james.johnson.001009@outlook.com,estados_unidos,estados_unidos,JJM_M_USA_1802_91,JJB_M_USA_0210_63,
PAIR_0209,7451,8668,susan johnson anderson,susan johnson,1971-05-19,1971-05-19,F,F,202822964,2028229646,susan.johnson.000797@mail.com,,estados_unidos,estados_unidos,SJA_F_USA_1906_85,SJA_F_USA_0303_35,
PAIR_0210,7501,9396,charles jones,charles jones martinez,1962-12-21,1962-12-21,M,M,2022762370,12022762370,,charles.jones.000486@hospitalmail.com,estados_unidos,estados_unidos,CJM_M_USA_2403_35,CJM_M_USA_1103_63,
PAIR_0211,7718,8381,david williams,david williams brown,1981-04-26,1981-04-26,M,M,2022600287,20226002,david.williams.001409@mail.com,,estados_unidos,estados_unidos,DWB_M_USA_0203_52,DWB_M_USA_1109_48,
PAIR_0212,7781,8751,karen davis,karen davis johnson,1989-08-29,1989-08-29,F,F,12026786473,2026786473,karen.davis.002122@mail.com,,estados_unidos,estados_unidos,KDJ_F_USA_1801_15,KDJ_F_USA_1710_18,
PAIR_0213,8059,8334,mary anderson johnson,mary anderson,1938-01-28,1938-01-28,F,F,12029517120,2029517120,,mary.anderson.000897@hospitalmail.com,estados_unidos,estados_unidos,MAJ_F_USA_1211_93,MAJ_F_USA_1612_01,
PAIR_0214,9765,9972,t johnson taylor,thomas johnsn taylor,1981-02-04,1981-02-04,M,M,12024832814,2024832814,,thomas.johnson.000422@outlook.com,estados_unidos,estados_unidos,TJT_M_USA_1006_32,TJT_M_USA_1809_39,
PAIR_0215,8731,9911,karen garcia,karen garcia rodriguez,1997-12-18,1997-12-18,F,F,202762774,2027627,karen.garcia.001438@outlook.com,,estados_unidos,estados_unidos,KGR_F_USA_3009_98,KGR_F_USA_1805_78,
PAIR_0216,8914,9986,jessica anderson,jessica anderson williams,1988-02-28,1988-02-28,F,F,2026440720,12026440720,jessica.anderson.002157@mail.com,,estados_unidos,estados_unidos,JAW_F_USA_0904_81,JAW_F_USA_2108_53,
PAIR_0217,9581,9813,anthony moore martinez,anthony moore,1961-01-05,1961-01-05,M,M,2029413,2029413029,anthony.moore.000752@outlook.com,,estados_unidos,estados_unidos,AMM_M_USA_2801_48,AMM_M_USA_1605_80,
PAIR_0218,9584,9813,anthony moore martinez,anthony moore,1961-01-05,1961-01-05,M,M,20294130,2029413029,anthony.moore.000752@outlook.com,,estados_unidos,estados_unidos,AMM_M_USA_2802_51,AMM_M_USA_1605_80,
PAIR_0219,9617,9842,robert jones,robert jones davis,1943-08-26,1943-08-26,M,M,2026524749,12026662645,robert.jones.002014@mail.com,robert.jones.000575@outlook.com,estados_unidos,estados_unidos,RJJ_M_USA_1309_84,RJD_M_USA_1701_09,
PAIR_0220,10035,14135,miguel rodriguez martinez,miguel perez sanchez,1985-02-13,1985-02-13,M,M,5531607360,525501782847,miguel.rodriguez.000072@gmail.com,miguel.perez.001187@mail.com,mexico,mexico,MRM_M_MEX_3003_36,MPS_M_MEX_0609_02,
PAIR_0221,10035,13254,miguel rodriguez martinez,miguel perez sanchez,1985-02-13,1985-02-13,M,M,5531607360,5501782847,miguel.rodriguez.000072@gmail.com,miguel.perez.001187@mail.com,mexico,mexico,MRM_M_MEX_3003_36,MPS_M_MEX_2211_88,
PAIR_0222,11749,14135,miguel rodriguez martinez,miguel perez sanchez,1985-02-13,1985-02-13,M,M,525531607360,525501782847,miguel.rodriguez.000072@gmail.com,miguel.perez.001187@mail.com,mexico,mexico,MRM_M_MEX_2503_83,MPS_M_MEX_0609_02,
PAIR_0223,11749,13254,miguel rodriguez martinez,miguel perez sanchez,1985-02-13,1985-02-13,M,M,525531607360,5501782847,miguel.rodriguez.000072@gmail.com,miguel.perez.001187@mail.com,mexico,mexico,MRM_M_MEX_2503_83,MPS_M_MEX_2211_88,
PAIR_0224,10049,13111,lucia castillo,lucia castillo rodriguez,1967-12-15,1967-12-15,F,F,5517507057,551750705,,lucia.castillo.000903@mail.com,mexico,mexico,LCR_F_MEX_2109_50,LCR_F_MEX_0203_45,
PAIR_0225,10049,10605,lucia castillo,lucia castillo,1967-12-15,1967-12-15,F,F,5517507057,525517507057,,lucia.castillo.000903@mail.com,mexico,mexico,LCR_F_MEX_2109_50,LCR_F_MEX_1705_06,
PAIR_0226,10055,14788,g ramirez castillo,gabriela ramiez castillo,1977-08-11,1977-08-11,F,F,5532575215,525532575215,,gabriela.ramirez.000277@outlook.com,mexico,mexico,GRC_F_MEX_0410_56,GRC_F_MEX_1108_55,
PAIR_0227,11914,14785,maria perez,maria perez sanchez,1999-06-09,1999-06-09,F,F,525576109052,5576109052,,maria.perez.000184@mail.com,mexico,mexico,MPS_F_MEX_0110_48,MPS_F_MEX_0807_52,
PAIR_0228,10107,14000,maria gonzalez lopez,maria gonzalez,1976-06-06,1976-06-06,F,F,5521834005,525521834005,,maria.gonzalez.002156@hospitalmail.com,mexico,mexico,MGL_F_MEX_1803_08,MGL_F_MEX_1512_67,
PAIR_0229,10138,12755,carmen gonzalez castillo,carmen gonzalez,1988-06-18,1988-06-18,F,F,55258919,552589199,,carmen.gonzalez.000741@outlook.com,mexico,mexico,CGC_F_MEX_2603_39,CGC_F_MEX_0107_89,
PAIR_0230,10808,11602,ricardo vargas rodriguez,ricardo vargas,1937-09-16,1937-09-16,M,M,525569533826,5569533826,ricardo.vargas.000722@mail.com,,mexico,mexico,RVR_M_MEX_1809_09,RVR_M_MEX_0810_03,
PAIR_0231,10159,12913,maria ramirz ramirez,maria ramirez ramirez,1940-07-12,1940-07-12,F,F,525530669635,,maria.ramirez.001304@mail.com,,mexico,mexico,MRR_F_MEX_0901_60,MRR_F_MEX_0304_47,
PAIR_0232,12036,14188,patricia ramirez torres,valeria ramirez lopez,1973-07-27,1973-07-27,F,F,525518460986,5520944925,patricia.ramirez.001359@gmail.com,valeria.ramirez.000689@outlook.com,mexico,mexico,PRT_F_MEX_2411_70,VRL_F_MEX_0409_55,
PAIR_0233,10179,12036,valeria ramirez lopez,patricia ramirez torres,1973-07-27,1973-07-27,F,F,5520944925,525518460986,valeria.ramirez.000689@outlook.com,patricia.ramirez.001359@gmail.com,mexico,mexico,VRL_F_MEX_0502_80,PRT_F_MEX_2411_70,
PAIR_0234,10179,14315,valeria ramirez lopez,patricia rmirez torres,1973-07-27,1973-07-27,F,F,5520944925,5518460986,valeria.ramirez.000689@outlook.com,patricia.ramirez.001359@gmail.com,mexico,mexico,VRL_F_MEX_0502_80,PRT_F_MEX_1201_82,
